id,name,brand,price_vnd,tier,concentration,volume_ml,gender,family_primary,family_secondary,top_notes,heart_notes,base_notes,descriptors,use_cases,style_tags,popularity_score,size_variant_of
byredo-inflorescence,Inflorescence,Byredo,7540000,4,EDP,50,feminine,floral,,pear|pink pepper,jasmine|lily|mimosa,sandalwood|musk,floral|fresh|sweet,special occasion|daily casual,effortless|romantic|soft,0.84,
diptyque-tam-dao-parfum,Tam Dao Parfum,Diptyque,6500000,4,Parfum,50,unisex,woody,,rosewood|cypress,sandalwood|cedarwood,musk|white pepper|amber,woody|musky|spicy,special occasion|evening|office,minimal|grounded|sophisticated,0.87,
diptyque-do-son-parfum,Do Son Parfum,Diptyque,6500000,4,Parfum,50,feminine,floral,,tuberose,rose|jasmine|lily,musk|sandalwood,floral|musky|powdery,special occasion|evening,romantic|glamorous|nostalgic,0.86,
lelabo-oud-27,Oud 27,Le Labo,7540000,4,EDP,50,unisex,woody,,black pepper|thyme,oud|labdanum,amber|musk,oud|woody|spicy,evening|special occasion,mysterious|bold|enigmatic,0.85,
lelabo-cedrat-37,Cédrat 37,Le Labo,7540000,4,EDP,50,masculine,citrus,,cedrat|lemon|bergamot,orange blossom|tea,vetiver|musk,citrus|fresh|clean,daily casual|office|outdoor / sporty,effortless|minimal|cool,0.84,
lelabo-rose-31-100ml,Rose 31 (100ml),Le Labo,9750000,4,EDP,100,unisex,floral,woody,cumin|cedarwood,rose|geranium,musk|oud|amber,floral|woody|musky,special occasion|evening,bold|sophisticated|mysterious,0.86,lelabo-rose-31
lelabo-the-noir-100ml,Thé Noir 29 (100ml),Le Labo,9750000,4,EDP,100,unisex,woody,aromatic,smoked tea|fig|laurel,cedarwood|vetiver,sandalwood|amber,woody|smoky|green,office|daily casual,intellectual|cool|sophisticated,0.85,lelabo-the-noir-29
mmr-matcha-meditation-edt,Replica Matcha Meditation EDT,Maison Margiela,4550000,3,EDT,50,unisex,aromatic,green,bergamot|green tea accord,matcha accord|jasmine,moss accord|cedarwood,green|fresh|woody,daily casual|home-body|office,introspective|minimal|cozy,0.85,
mmr-lazy-sunday-morning,Replica Lazy Sunday Morning EDT,Maison Margiela,4550000,3,EDT,50,unisex,floral,musky,aldehydes|pear|lily of the valley,iris|rose,white musk|ambrette|patchouli,floral|musky|clean,daily casual|home-body|office,soft|effortless|cozy,0.9,
mmr-autumn-vibes,Replica Autumn Vibes EDT,Maison Margiela,4550000,3,EDT,50,unisex,woody,spicy,cardamom|pink pepper,nutmeg|carrot seeds|maple,cedarwood|moss,woody|spicy|musky,daily casual|home-body|evening,warm|introspective|grounded,0.86,
mmr-by-the-fireplace-100ml,Replica By the Fireplace (100ml),Maison Margiela,6500000,4,EDT,100,unisex,woody,gourmand,clove|pink pepper|orange,chestnut|guaiac wood,vanilla|musk|peru balsam,smoky|woody|sweet,evening|home-body,cozy|warm|introspective,0.89,mmr-by-the-fireplace
fm-portrait-of-a-lady,Portrait of a Lady,Frédéric Malle,7670000,4,EDP,50,feminine,floral,woody,raspberry|rose,turkish rose|blackcurrant|patchouli,sandalwood|musk|incense,floral|woody|spicy,evening|special occasion,glamorous|elegant|mysterious,0.93,
fm-carnal-flower,Carnal Flower,Frédéric Malle,7670000,4,EDP,50,feminine,floral,,melon|eucalyptus,tuberose|ylang-ylang|jasmine,white musk|sandalwood|coconut,floral|musky|fresh,special occasion|evening,sensual|glamorous|bold,0.89,
fm-musc-ravageur,Musc Ravageur,Frédéric Malle,7670000,4,EDP,50,unisex,musky,woody,bergamot|lavender|tangerine,cinnamon|clove|musk,vanilla|musk|sandalwood,musky|sweet|spicy,evening|special occasion,sensual|enigmatic|warm,0.88,
fm-une-fleur-de-cassie,Une Fleur de Cassie,Frédéric Malle,7670000,4,EDP,50,feminine,floral,,aldehydes|mimosa,cassie|ylang-ylang|orris,civet|musk|sandalwood,floral|powdery|musky,special occasion|evening,elegant|enigmatic|sophisticated,0.84,
fm-the-night,The Night,Frédéric Malle,7670000,4,EDP,50,masculine,aromatic,woody,aldehydes|labdanum,oud|sandalwood,leather|musk|amber,woody|leather|musky,evening|special occasion,mysterious|enigmatic|bold,0.85,
fm-cologne-indelebile,Cologne Indélébile,Frédéric Malle,7670000,4,EDP,50,unisex,floral,musky,orange blossom|aldehydes,white musk|jasmine,musk|ambergris,floral|musky|clean,daily casual|office,effortless|elegant|minimal,0.83,
kilian-love-dont-be-shy,"Love, Don't Be Shy",Kilian,6890000,4,EDP,50,unisex,gourmand,floral,bergamot|neroli,jasmine|rose|orange blossom,vanilla|musk|marshmallow,sweet|floral|musky,daily casual|special occasion,playful|romantic|warm,0.91,
kilian-good-girl-gone-bad,Good Girl Gone Bad,Kilian,6890000,4,EDP,50,feminine,floral,,neroli|magnolia,rose|jasmine|tuberose|freesia,musk,floral|musky|powdery,special occasion|evening,romantic|glamorous|bold,0.87,
kilian-angels-share,Angel's Share,Kilian,6890000,4,EDP,50,unisex,woody,gourmand,cognac|cinnamon|nutmeg,praline|tonka bean,oak|sandalwood|vanilla,woody|sweet|spicy,evening|special occasion,warm|sophisticated|enigmatic,0.9,
kilian-apple-brandy,Apple Brandy on the Rocks,Kilian,6890000,4,EDP,50,unisex,gourmand,woody,apple|aldehydes,cinnamon|jasmine,amber|vanilla|woods,gourmand|sweet|woody,evening|special occasion,warm|enigmatic|sensual,0.84,
kilian-black-phantom,Black Phantom,Kilian,6890000,4,EDP,50,unisex,gourmand,woody,rum|blood orange,coffee|davana,dark chocolate|sandalwood|vanilla,gourmand|woody|sweet,evening|special occasion,enigmatic|bold|mysterious,0.88,
kilian-dark-lord,Dark Lord,Kilian,6890000,4,EDP,50,masculine,woody,gourmand,tobacco|rum,dark chocolate|vanilla,tonka bean|leather|sandalwood,tobacco|sweet|woody,evening|special occasion,enigmatic|bold|sensual,0.86,
amouage-interlude-man,Interlude Man,Amouage,7280000,4,EDP,50,masculine,woody,resin,oregano|bergamot|pink pepper,labdanum|sandalwood|amber,oud|vetiver|incense,woody|resin|smoky,evening|special occasion,mysterious|enigmatic|grounded,0.88,
amouage-reflection-woman,Reflection Woman,Amouage,7280000,4,EDP,50,feminine,floral,woody,bergamot|ylang-ylang,jasmine|rose|lily,sandalwood|vetiver|musk,floral|woody|musky,special occasion|evening,elegant|romantic|sophisticated,0.86,
amouage-honour-man,Honour Man,Amouage,7280000,4,EDP,50,masculine,aromatic,woody,bergamot|cardamom|cumin,incense|pepper|iris,vetiver|leather|musk,woody|spicy|leather,special occasion|evening,sophisticated|bold|enigmatic,0.85,
amouage-beloved-woman,Beloved Woman,Amouage,7280000,4,EDP,50,feminine,floral,musky,bergamot|lemon|pink pepper,tuberose|jasmine|rose,amber|sandalwood|musk,floral|musky|spicy,special occasion|evening,sensual|glamorous|elegant,0.85,
amouage-fate-woman,Fate Woman,Amouage,7280000,4,EDP,50,feminine,floral,resin,bergamot|cardamom|elemi,rose|labdanum|orris,oud|sandalwood|amber,floral|resin|oud,special occasion|evening,mysterious|elegant|enigmatic,0.84,
roja-elysium,Elysium Pour Homme,Roja Parfums,8970000,4,EDP,50,masculine,citrus,woody,grapefruit|pink pepper|ginger,lavender|geranium,sandalwood|cedarwood|musk|amber,citrus|woody|fresh,office|daily casual|special occasion,sophisticated|confident|elegant,0.91,
roja-enigma-woman,Enigma Pour Femme,Roja Parfums,8970000,4,EDP,50,feminine,floral,resin,bergamot|grapefruit|aldehydes,rose|jasmine|iris,oud|sandalwood|amber|musk,floral|resin|musky,special occasion|evening,enigmatic|glamorous|mysterious,0.88,
roja-scandal-man,Scandal Pour Homme,Roja Parfums,7670000,4,EDP,50,masculine,woody,aromatic,bergamot|cardamom,geranium|rose|jasmine,sandalwood|ambergris|musk|leather,woody|leather|musky,evening|special occasion,bold|sensual|sophisticated,0.87,
roja-haute-luxe,Haute Luxe,Roja Parfums,15600000,4,EDP,50,unisex,floral,woody,bergamot|neroli,rose|jasmine|iris,sandalwood|amber|musk,floral|woody|musky,special occasion|evening,glamorous|elegant|sophisticated,0.86,
xerjoff-naxos,Naxos,Xerjoff,5720000,4,EDP,50,masculine,gourmand,woody,lemon|bergamot|lavender,tobacco|jasmine,tonka bean|vanilla|musk,tobacco|sweet|woody,evening|special occasion,warm|sophisticated|sensual,0.9,
xerjoff-erba-pura,Erba Pura,Xerjoff,5200000,4,EDP,50,unisex,citrus,musky,orange|lemon|fruity notes,jasmine|white flowers,sandalwood|amber|musk,citrus|musky|sweet,daily casual|special occasion,warm|playful|easy-going,0.87,
xerjoff-alexandria-ii,Alexandria II,Xerjoff,7800000,4,EDP,50,unisex,floral,woody,bergamot|mandarin,rose|jasmine|oud,sandalwood|amber|musk,floral|oud|woody,special occasion|evening,glamorous|bold|mysterious,0.88,
xerjoff-lira,Lira,Xerjoff,6760000,4,EDP,50,feminine,floral,woody,bergamot|lemon,rose|jasmine|ylang-ylang,sandalwood|amber|musk,floral|woody|musky,special occasion|evening,glamorous|elegant|romantic,0.86,
mfk-baccarat-rouge-540,Baccarat Rouge 540 EDP,Maison Francis Kurkdjian,9100000,4,EDP,50,unisex,floral,woody,jasmine|saffron,ambergris|fir resin,cedarwood|musk,floral|woody|resin,special occasion|evening|daily casual,glamorous|modern|sophisticated,0.97,
mfk-grand-soir,Grand Soir,Maison Francis Kurkdjian,7540000,4,EDP,50,unisex,woody,resin,benzoin|tonka bean,amber|ambrette,cedarwood|labdanum|musk,woody|sweet|resin,special occasion|evening,enigmatic|glamorous|warm,0.89,
mfk-aqua-universalis-forte,Aqua Universalis Forte EDP,Maison Francis Kurkdjian,6760000,4,EDP,50,unisex,floral,musky,bergamot|aldehydes,jasmine|rose,white musk|amber,floral|musky|clean,daily casual|office,minimal|effortless|sophisticated,0.87,
pdm-delina-edp,Delina EDP,Parfums de Marly,5980000,4,EDP,50,feminine,floral,musky,nutmeg|rhubarb|lychee,rose|peony|gardenia|cashmeran,musk|cedarwood|incense|vanilla,floral|musky|sweet,special occasion|evening|daily casual,romantic|glamorous|elegant,0.91,
pdm-herod-edp,Herod EDP,Parfums de Marly,5720000,4,EDP,50,masculine,woody,gourmand,cinnamon|pepper,tobacco|osmanthus|jasmine,vanilla|sandalwood|cedarwood,tobacco|woody|sweet,evening|special occasion,enigmatic|sophisticated|warm,0.88,
pdm-layton-edp,Layton EDP,Parfums de Marly,5980000,4,EDP,50,masculine,floral,gourmand,apple|bergamot|lavender,jasmine|violet|geranium,sandalwood|musk|vanilla,floral|sweet|woody,office|daily casual|special occasion,confident|elegant|modern,0.91,
pdm-pegasus-edp,Pegasus EDP,Parfums de Marly,5980000,4,EDP,50,masculine,aromatic,gourmand,bergamot|lavender|apple,heliotrope|jasmine|geranium,sandalwood|musk|vanilla,woody|sweet|musky,office|daily casual|special occasion,confident|warm|sophisticated,0.91,
clive-christian-1872-feminine,1872 Feminine,Clive Christian,7670000,4,EDP,50,feminine,floral,citrus,bergamot|violet|mandarin,rose|ylang-ylang|clove,sandalwood|vetiver|amber,floral|spicy|woody,special occasion|evening,elegant|vintage|glamorous,0.84,
clive-christian-1872-masculine,1872 Masculine,Clive Christian,7670000,4,EDP,50,masculine,citrus,woody,lemon|cardamom|juniper,jasmine|clary sage,sandalwood|musk|amber,citrus|woody|spicy,special occasion|office,confident|sophisticated|vintage,0.83,
penhaligons-halfeti-edp,Halfeti EDP,Penhaligon's,5980000,4,EDP,50,unisex,woody,floral,bergamot|grapefruit|cardamom,rose|jasmine|oud,sandalwood|amber|musk,woody|floral|oud,special occasion|evening,mysterious|sophisticated|bold,0.86,
initio-oud-for-greatness,Oud for Greatness,Initio Parfums,6240000,4,EDP,50,unisex,woody,,saffron|nutmeg,oud|iso e super,ambroxan|patchouli,oud|woody|spicy,special occasion|evening,bold|mysterious|confident,0.88,
initio-side-effect,Side Effect,Initio Parfums,6240000,4,EDP,50,unisex,woody,gourmand,rum|cardamom|nutmeg,tobacco|jasmine|orris,vanilla|musk|sandalwood,woody|sweet|tobacco,evening|special occasion,enigmatic|warm|sensual,0.87,
exnihilo-fleur-narcotique,Fleur Narcotique,Ex Nihilo,6240000,4,EDP,50,unisex,floral,musky,lemon|bergamot|peach,rose|peony|jasmine,musk|white amber|sandalwood,floral|musky|fresh,special occasion|daily casual,romantic|glamorous|effortless,0.87,
vilhelm-dear-polly,Dear Polly,Vilhelm Parfumerie,5590000,4,EDP,50,unisex,floral,green,violet|bergamot,white flowers|jasmine,cedarwood|musk,floral|green|musky,daily casual|office,effortless|free-spirited|soft,0.82,
cartier-la-panthere-edp,La Panthère EDP,Cartier,5070000,4,EDP,50,feminine,floral,musky,gardenia|bergamot,gardenia|jasmine|rose,musk|civet|vetiver,floral|musky|green,special occasion|evening,elegant|mysterious|sensual,0.84,
sl-ambre-sultan,Ambre Sultan,Serge Lutens,5720000,4,EDP,50,unisex,woody,resin,bay|coriander|oregano,mastic|amber,amber|sandalwood|musk|patchouli,resin|woody|spicy,evening|special occasion,mysterious|warm|enigmatic,0.84,
memo-irish-leather,Irish Leather,Memo Paris,6240000,4,EDP,50,unisex,woody,leather,bergamot|green notes,leather|vetiver,cedarwood|musk|amber,leather|woody|fresh,office|special occasion,sophisticated|cool|grounded,0.83,
mfk-br540-extrait,Baccarat Rouge 540 Extrait,Maison Francis Kurkdjian,14300000,4,Extrait,50,unisex,floral,woody,jasmine|saffron,ambergris|fir resin,cedarwood|musk,floral|woody|resin,special occasion|evening,glamorous|sophisticated|bold,0.95,
pdm-carlisle-edp,Carlisle EDP,Parfums de Marly,5980000,4,EDP,50,feminine,floral,woody,bergamot|pink pepper,rose|jasmine|magnolia,amber|vetiver|musk,floral|woody|musky,special occasion|evening,glamorous|romantic|elegant,0.87,
tf-soleil-blanc,Soleil Blanc,Tom Ford,6370000,4,EDP,50,unisex,musky,floral,aldehydes|bergamot|ylang-ylang,jasmine|orange blossom,white musk|sandalwood|amber,musky|floral|sweet,special occasion|daily casual|travel,effortless|glamorous|warm,0.87,
atelier-orange-sanguine,Orange Sanguine,Atelier Cologne,4810000,3,EDP,50,unisex,citrus,woody,blood orange|grapefruit|basil,geranium|jasmine,cedarwood|musk|amber,citrus|fresh|floral,daily casual|outdoor / sporty|travel,effortless|playful|easy-going,0.87,
sl-fleurs-doranger,Fleurs d'Oranger,Serge Lutens,5720000,4,EDP,50,feminine,floral,,orange blossom|neroli,jasmine|orange blossom|rose,musk|sandalwood,floral|musky|sweet,special occasion|daily casual,romantic|warm|effortless,0.83,
jhag-superdose,Not A Perfume Superdose,Juliette Has A Gun,5590000,4,EDP,50,unisex,musky,,ambroxan,ambroxan,ambroxan,musky|clean|fresh,daily casual|office|evening,minimal|effortless|sensual,0.87,
guerlain-shalimar-edp,Shalimar EDP,Guerlain,5460000,4,EDP,50,feminine,woody,gourmand,bergamot|citrus,jasmine|rose|iris,opopanax|tonka bean|vanilla|civet,woody|sweet|floral,special occasion|evening,glamorous|mysterious|vintage,0.91,
chloe-roses-de-chloe-edt,Roses de Chloé EDT,Chloé,5070000,4,EDT,50,feminine,floral,musky,bergamot|lychee|magnolia,rose|peony|cedarwood,white musk|amber,floral|musky|fresh,daily casual|special occasion,romantic|soft|effortless,0.87,
chloe-edp,Chloé EDP,Chloé,5460000,4,EDP,50,feminine,floral,musky,peony|sweet pea|lychee,rose|magnolia|lily of the valley,cedarwood|amber|cedarwood,floral|musky|powdery,daily casual|office|special occasion,romantic|soft|elegant,0.92,
loewe-aura-floral-edt,Aura Floral EDT,Loewe,5070000,4,EDT,50,feminine,floral,musky,violet|bergamot|jasmine,freesia|rose|magnolia,sandalwood|white musk,floral|musky|fresh,daily casual|office,effortless|soft|modern,0.82,
loewe-001-woman-edp,001 Woman EDP,Loewe,3380000,2,EDP,50,feminine,musky,floral,bergamot|pepper,iris|rose|jasmine,sandalwood|musk,musky|floral|clean,daily casual|office,minimal|soft|effortless,0.84,
loewe-001-man-edp,001 Man EDP,Loewe,3380000,2,EDP,50,masculine,musky,woody,lavender|bergamot,iris|cedarwood,sandalwood|musk,musky|woody|clean,daily casual|office,minimal|grounded|easy-going,0.83,
loewe-aire-anthesis-edp,Aire Anthesis EDP,Loewe,3380000,2,EDP,50,unisex,floral,aquatic,pear|rhubarb,peony|lily of the valley,sandalwood|rockrose accord|musk,floral|fresh|musky,daily casual|office,effortless|soft|easy-going,0.82,
loewe-aura-pink-magnolia-edp,Aura Pink Magnolia EDP,Loewe,3770000,3,EDP,50,feminine,floral,musky,red fruits|bergamot,pink magnolia|peony,sandalwood|vanilla|musk,floral|sweet|musky,daily casual|special occasion,romantic|playful|soft,0.84,
loewe-solo-vulcan-edp,Solo Vulcan EDP,Loewe,4160000,3,EDP,50,masculine,aromatic,woody,thyme|orange flower absolute,lavender|mastic,vetiver|woody balsamic accord,woody|spicy|fresh,office|daily casual|special occasion,grounded|sophisticated|cool,0.83,
loewe-esencia-elixir-edp,Esencia Elixir EDP,Loewe,4810000,3,EDP,50,masculine,aromatic,woody,bergamot|grapefruit|mint,sage|orange blossom|pink pepper,vetiver|mastic,fresh|woody|spicy,office|daily casual|special occasion,confident|effortless|sophisticated,0.85,
loewe-earth-elixir-edp,Earth Elixir EDP,Loewe,5200000,4,EDP,50,unisex,woody,floral,pear|black truffle,violet|mimosa,oud|sandalwood|musk,woody|floral|musky,special occasion|evening|office,mysterious|grounded|sophisticated,0.84,
nr-musc-noir-edp,Musc Noir For Her EDP,Narciso Rodriguez,3380000,2,EDP,50,feminine,musky,floral,plum,heliotrope|musk|cedarwood|rose,suede,musky|leather|floral,evening|special occasion,mysterious|sensual|sophisticated,0.87,
nr-pure-musc-edp,Pure Musc For Her EDP,Narciso Rodriguez,3380000,2,EDP,50,feminine,musky,floral,musk,jasmine|magnolia|white flowers,musk|sandalwood,musky|floral|clean,daily casual|office|special occasion,minimal|soft|effortless,0.88,
nr-bleu-noir-edp,Bleu Noir EDP,Narciso Rodriguez,2860000,2,EDP,50,masculine,woody,musky,cardamom|black pepper,iris|vetiver,musk|amber|sandalwood,woody|musky|spicy,office|evening,mysterious|cool|sophisticated,0.83,